index	isL5IT
SM-D9D6R_S13	0
SM-D9E5N_S26	1
SM-DAIGL_S36	0
SM-D9D85_S55	0
SM-DAIFI_S80	0
SM-DAIHG_S79	0
SM-DD44D_S64	1
SM-GE668_S008	0
SM-D9CZT_S01	1
SM-D9D8J_S04	0
SM-D9D7G_S15	1
SM-DAIGK_S54	1
SM-D9EQD_S30	1
SM-DAIH6_S48	0
SM-DAIG4_S23	1
SM-D9E5W_S06	0
SM-DAIGW_S10	0
SM-DAIH6_S53	0
SM-D9E5V_S09	0
SM-DAIFR_S09	0
SM-DAIGP_S14	1
SM-DAIFS_S53	0
SM-DAIHG_S46	1
LS-15526_S72	1
SM-D9D85_S14	0
SM-DAIGK_S69	1
SM-DD44S_S90	0
SM-DAIG8_S12	1
SM-D9E5O_S25	0
SM-D9E6R_S18	0
SM-DD444_S61	1
SM-DAIHG_S44	1
SM-D9D8P_S37	0
SM-DAIGJ_S11	0
SM-GE631_S010	0
SM-DAIG8_S07	1
SM-DAIFC_S61	0
SM-D9E5T_S48	0
SM-DD43Q_S73	1
SM-DAIHE_S42	1
SM-D9D87_S01	0
SM-D9EQJ_S55	0
SM-DAIHE_S41	1
SM-DAIH6_S07	0
SM-D9E5T_S38	0
SM-DAIGX_S36	1
SM-D9ER5_S09	1
SM-D9E66_S77	0
SM-DAIGW_S50	1
SM-DAIH6_S47	0
LS-15534_S01	1
SM-DAIG6_S63	0
SM-D9E5R_S64	0
LS-15524_S75	1
SM-DAIG8_S10	0
SM-GE631_S112	0
SM-DAIGV_S48	0
SM-DAIG9_S17	0
SM-DD43M_S42	1
SM-D9E67_S45	0
SM-DAIG4_S17	1
SM-D9D8H_S40	0
SM-D9D8P_S41	0
SM-DAIH6_S03	0
SM-DAIFS_S08	1
SM-D9D8E_S33	0
SM-DAIFS_S61	0
SM-D9D8Q_S04	0
SM-DAIGA_S54	0
SM-D9E5O_S23	0
SM-DD444_S62	1
SM-DAIGV_S03	0
SM-D9D8S_S21	0
SM-DAIGX_S02	0
SM-D9D8R_S44	0
SM-DAIHD_S15	1
SM-DAIGL_S43	0
SM-DAIFC_S71	0
SM-DAIGA_S43	1
SM-DAIGW_S40	0
SM-DAIHG_S78	1
LS-15534_S13	1
SM-D9EQS_S88	0
SM-D9EQT_S43	0
SM-D9EQJ_S58	0
SM-DAIGA_S70	0
SM-DD44S_S96	0
SM-DAIG4_S53	0
SM-D9E5T_S15	1
SM-GE8ZO_S043	0
SM-DD43Q_S60	1
SM-D9ER5_S02	0
SM-DAIGK_S23	0
SM-D9D7W_S67	0
SM-D9D7W_S47	0
SM-DD44A_S89	1
LS-15524_S11	1
SM-DAIFC_S42	0
SM-D9EQD_S14	1
SM-DD43Q_S94	1
SM-D9D6R_S15	0
SM-DAIGX_S20	0
SM-GE63U_S104	0
SM-D9EQM_S78	0
SM-GE66H_S177	0
SM-DAIGU_S11	1
SM-D9D8R_S13	0
SM-DAIFC_S59	0
SM-D9E67_S44	0
SM-DAIGV_S11	0
SM-DAIFW_S69	0
SM-DD43S_S57	1
LS-15524_S15	1
SM-DAIG6_S47	0
SM-D9D8C_S90	0
LS-15520_S12	1
SM-D9D86_S18	0
SM-DAIGX_S17	0
SM-DD44S_S95	0
SM-D9D8G_S24	0
SM-D9E67_S88	0
SM-GE666_S069	0
SM-D9E5T_S85	1
SM-DAIFR_S06	0
SM-D9D85_S42	0
SM-DAIG9_S15	1
SM-D9D7W_S94	0
SM-DAIGJ_S54	0
SM-DAIFI_S06	1
SM-D9EQL_S17	1
LS-15520_S41	1
SM-GE659_S007	0
SM-D9E5X_S42	0
SM-D9E5E_S23	1
SM-D9E5V_S16	1
SM-D9E66_S24	0
SM-D9EQM_S71	1
SM-DAIHD_S13	1
SM-DAIGL_S10	1
LS-15501_S35	0
SM-DAIHD_S64	1
SM-D9EQM_S57	0
LS-15534_S02	1
SM-D9D8C_S21	1
LS-15501_S29	0
SM-GE65A_S140	0
SM-DAIGX_S45	1
SM-D9EQI_S38	0
SM-DAIHG_S71	1
SM-D9EQH_S45	0
SM-D9D6R_S14	0
SM-DAIFW_S50	0
SM-D9D8E_S51	0
SM-DAIFR_S54	1
SM-DAIGW_S24	0
SM-DAIGQ_S24	0
SM-DAIGX_S40	1
SM-D9D85_S41	0
SM-DAIGP_S18	0
SM-D9D8G_S28	0
SM-DD44O_S14	1
SM-D9E5N_S18	1
SM-DAIGV_S25	0
SM-D9E5O_S36	0
SM-D9EQK_S16	0
SM-DD43R_S71	0
SM-DAIGY_S10	0
SM-DAIGY_S12	1
SM-DAIG9_S44	1
SM-DAIGJ_S29	0
SM-D9EQL_S14	0
SM-D9E67_S67	0
SM-D9EQK_S55	1
SM-D9D7W_S68	0
SM-DAIGA_S47	1
SM-DAIFU_S37	0
SM-DAIGR_S20	0
SM-DAIGA_S46	0
SM-DAIHC_S64	1
SM-DAIGQ_S07	0
SM-D9D7Y_S31	0
SM-D9E66_S18	0
SM-DAIGU_S34	1
SM-DD444_S53	1
LS-15524_S85	0
SM-D9EQS_S86	0
SM-D9E5V_S06	1
SM-D9EQF_S02	1
SM-GE65R_S122	0
SM-D9EQD_S06	0
SM-D9E5W_S25	0
SM-DD43S_S70	1
SM-DAIFU_S14	0
SM-D9D84_S23	1
SM-DD43Q_S92	1
SM-DAIFI_S71	0
SM-DD43N_S19	1
SM-DAIFH_S66	0
SM-DD43M_S53	1
SM-DAIFW_S87	0
LS-15532_S04	0
SM-D9D8O_S38	0
SM-GE8ZO_S047	0
SM-D9D7X_S91	0
LS-15510_S08	0
LS-15510_S13	1
SM-D9D7X_S57	0
SM-D9D8D_S22	0
SM-D9E5Q_S15	1
SM-DD443_S51	1
SM-D9EQE_S35	0
SM-D9D8H_S05	0
SM-D9D8K_S04	0
SM-DAIGJ_S47	0
SM-DAIGA_S31	0
SM-D9E5N_S39	0
SM-D9E5T_S91	0
SM-D9E5U_S13	1
SM-DAIGR_S16	0
SM-DAIHG_S43	1
SM-DAIGV_S22	0
SM-D9EQK_S49	0
SM-DAIG8_S08	1
SM-D9EQC_S01	0
SM-D9EQT_S47	0
SM-DAIGW_S23	0
SM-D9EQD_S01	1
SM-DAIGW_S55	1
SM-DAIGW_S32	1
SM-DD44B_S67	1
SM-D9E5S_S10	0
SM-DAIGL_S61	0
SM-DAIGK_S26	0
SM-DD43L_S45	1
SM-DAIGK_S06	1
SM-D9E5U_S08	1
SM-DAIHG_S75	1
SM-D9EQD_S10	0
SM-D9D8I_S79	0
SM-D9D8G_S38	0
SM-D9D8R_S27	1
SM-D9E5N_S30	1
SM-D9E5N_S56	0
SM-D9D86_S08	0
SM-D9EQF_S20	1
SM-GE668_S016	0
SM-DD44B_S65	1
SM-DAIFB_S19	0
SM-DAIGK_S52	0
SM-DAIFV_S54	0
SM-DAIFW_S61	0
SM-D9EQH_S51	0
SM-DAIFC_S72	0
SM-DAIGX_S33	0
SM-DAIGX_S04	0
SM-DD44A_S96	1
SM-D9E5S_S37	0
SM-DD44N_S53	1
SM-D9EQH_S42	0
SM-D9E6R_S30	0
SM-D9EQD_S24	1
SM-D9E5E_S48	0
SM-DAIGU_S46	1
SM-DAIG6_S09	0
SM-D9EQF_S13	1
SM-DAIG7_S47	0
SM-D9EQM_S43	1
SM-D9E4M_S35	0
SM-DAIG5_S51	0
SM-DD43M_S49	1
SM-DAIGU_S07	1
SM-DAIGA_S16	1
SM-D9D8S_S02	0
SM-DAIG8_S26	0
SM-DD43N_S10	1
SM-D9D8C_S15	0
SM-DAIFI_S18	1
SM-D9D8E_S54	0
SM-D9D7X_S62	0
SM-DAIGR_S33	1
SM-D9D8S_S18	0
SM-GE65I_S102	0
SM-DAIG7_S96	1
SM-DAIHD_S41	1
SM-DAIHG_S51	1
SM-D9D8J_S07	0
SM-DAIHD_S06	1
SM-D9D7Y_S03	1
SM-DAIH6_S37	0
SM-DAIHD_S14	1
SM-DAIG9_S19	0
SM-D9D6R_S25	0
SM-DAIGW_S35	1
SM-DAIHG_S70	0
SM-DAIGW_S28	1
SM-DAIGR_S49	0
SM-DAIGW_S04	0
SM-DAIFW_S67	0
SM-D9D7W_S15	0
SM-DAIG4_S14	0
SM-DAIGX_S34	1
SM-DAIGX_S29	1
SM-DAIFI_S49	0
SM-DAIGL_S48	0
LS-15520_S51	1
SM-DAIGA_S42	0
SM-GE631_S107	0
SM-DAIGP_S15	1
SM-D9E5E_S10	1
SM-D9E5R_S60	0
SM-D9D85_S30	0
SM-GE8ZO_S055	0
SM-DD43M_S44	1
SM-GE8ZO_S048	0
LS-15501_S83	1
SM-DD44N_S54	1
SM-DAIHD_S48	1
SM-DAIFH_S68	0
SM-DAIFR_S11	1
SM-DAIGL_S46	1
SM-D9E5T_S24	0
SM-D9EQE_S42	0
SM-D9D85_S26	0
SM-D9D7W_S19	0
SM-D9E5O_S54	0
SM-DAIFB_S40	0
SM-DAIFW_S86	0
SM-DD43Q_S75	1
SM-D9D8P_S45	0
SM-DAIGW_S54	1
SM-DAIG6_S12	0
SM-GE631_S014	0
SM-DAIG7_S79	1
SM-DAIG8_S32	0
SM-D9D6R_S09	0
SM-DAIH5_S54	0
SM-D9D8Q_S17	0
SM-DAIG9_S04	0
SM-D9D7W_S96	0
SM-D9D8Q_S01	0
SM-DAIFB_S38	0
SM-DAIFT_S09	1
SM-D9D7W_S43	0
SM-D9D8Q_S09	0
SM-DAIFB_S23	0
SM-D9D8Q_S05	0
SM-D9D87_S07	0
SM-DAIG9_S60	0
SM-D9D87_S26	0
SM-D9D8G_S39	0
SM-DAIGQ_S28	0
SM-GE63U_S107	0
SM-DAIGY_S23	1
SM-DAIFS_S04	0
SM-DAIFW_S54	0
SM-DAIG5_S56	0
SM-DAIFR_S04	1
SM-D9D8H_S12	0
SM-D9D8H_S29	0
SM-DAIFR_S30	1
SM-DAIFA_S42	1
SM-DAIGQ_S01	0
SM-D9D8H_S13	0
SM-DAIFA_S45	0
SM-DAIGV_S17	1
SM-DAIFU_S26	0
SM-D9D8P_S55	0
SM-DAIFH_S21	1
SM-DAIGL_S40	0
SM-DAIFU_S27	0
SM-D9D8O_S35	0
SM-DAIGL_S39	0
SM-DAIGQ_S27	0
SM-GE63U_S117	0
SM-DAIGA_S14	1
SM-D9D8O_S28	1
SM-DAIFI_S23	1
SM-DAIFC_S65	0
SM-DAIGA_S39	0
SM-DAIFC_S46	0
SM-D9D8I_S39	0
SM-DAIFI_S09	1
SM-DAIGA_S40	0
SM-D9D7X_S75	0
SM-DAIGU_S15	1
SM-D9D7X_S44	0
SM-DAIFC_S19	0
SM-DAIGA_S71	0
SM-DD44S_S84	0
SM-DD44R_S58	0
SM-D9EQT_S62	1
SM-DD44D_S57	1
SM-D9E5U_S02	0
SM-DD44S_S85	0
SM-DAIG4_S11	0
SM-D9D7X_S82	0
SM-DAIGX_S43	0
SM-D9E5O_S52	0
SM-DAIGU_S21	1
SM-D9D8R_S22	0
SM-D9EQJ_S43	0
SM-D9E5O_S49	0
SM-DAIGX_S03	0
SM-D9D8C_S83	0
SM-DAIGJ_S25	0
SM-DAIGX_S39	0
SM-D9E5U_S06	1
SM-D9D8C_S23	0
SM-D9EQJ_S07	0
SM-DAIGJ_S10	0
SM-DD43R_S52	1
SM-D9E5O_S42	0
SM-D9E5S_S93	0
SM-DAIGP_S45	0
SM-DAIGK_S16	0
SM-DD44C_S62	1
SM-DAIGP_S02	1
SM-D9E5S_S87	1
SM-DD43Q_S43	0
SM-DAIGK_S70	0
SM-DD43Q_S48	0
LS-15532_S60	1
SM-DD44A_S91	1
SM-DD43R_S26	1
SM-DD43Q_S44	1
SM-DD43Q_S71	1
LS-15525_S06	0
SM-DD44O_S16	1
SM-DD43M_S39	1
LS-15500_S20	0
SM-DD43L_S55	1
SM-D9EQE_S43	0
SM-D9E5W_S30	0
LS-15501_S74	1
LS-15532_S57	1
LS-15533_S13	1
SM-DD444_S69	1
SM-DD444_S65	1
SM-D9E5T_S30	1
SM-D9EQD_S19	0
SM-D9EQU_S90	0
SM-D9E5T_S75	1
SM-D9E5N_S33	0
SM-D9E5N_S92	0
SM-D9E5N_S90	1
SM-D9E67_S69	0
SM-D9E5V_S07	0
SM-D9E5V_S01	0
SM-D9E67_S68	0
SM-D9E5Q_S04	1
SM-D9E67_S86	0
SM-D9E5Q_S01	0
SM-D9EQC_S04	0
SM-D9EQS_S92	0
SM-D9E4M_S55	0
SM-D9EQK_S04	1
SM-D9EQK_S10	1
SM-D9EQF_S21	1
SM-D9EQF_S07	1
SM-DAIGK_S53	0
SM-D9E5O_S21	0
SM-DD444_S56	1
SM-DAIGP_S44	0
SM-DD444_S59	1
SM-DAIFW_S56	1
SM-DAIGP_S16	1
SM-DAIGR_S15	0
SM-DD444_S58	1
SM-DAIGL_S65	0
SM-D9EQT_S63	1
SM-D9EQF_S19	1
SM-DAIFI_S65	0
SM-D9EQF_S17	1
SM-DAIFH_S10	1
SM-D9E5N_S29	1
SM-D9EQT_S52	0
SM-D9E5N_S24	1
SM-D9E5N_S23	1
SM-DAIFT_S47	0
SM-DAIGK_S68	0
SM-DD444_S55	1
SM-DAIGK_S55	0
SM-DAIGR_S56	0
SM-DAIGJ_S45	1
SM-D9EQJ_S15	0
SM-DAIFI_S76	0
SM-D9EQF_S04	1
SM-DAIG6_S58	0
SM-D9E5O_S46	0
SM-DAIGJ_S56	1
SM-D9EQJ_S50	0
SM-DAIGK_S20	0
SM-D9E5O_S05	1
SM-D9EQJ_S52	0
SM-D9E5N_S54	0
SM-D9EQJ_S63	0
SM-D9E5O_S27	0
SM-DAIFW_S73	0
SM-D9E5O_S40	0
SM-DAIG6_S35	0
SM-DAIGL_S14	0
SM-DAIFI_S51	0
SM-DAIGJ_S52	0
SM-D9E5O_S08	0
SM-DAIFI_S77	0
SM-DAIFI_S78	0
SM-D9E5W_S22	0
SM-DAIFT_S16	0
SM-D9E5O_S43	0
SM-D9E5W_S31	0
SM-DAIGR_S54	0
SM-D9EQJ_S04	0
SM-D9E5W_S10	1
SM-DAIFC_S22	0
SM-DAIGY_S24	0
SM-D9E5O_S56	0
SM-DAIGL_S26	0
SM-DD443_S55	1
SM-DD443_S50	1
SM-DAIGK_S04	0
SM-D9E5W_S29	0
SM-DAIFC_S20	0
SM-DAIGK_S62	0
SM-DAIGY_S21	1
SM-D9EQJ_S49	0
SM-DAIGL_S34	0
SM-DAIFB_S20	0
SM-DD443_S49	1
SM-D9EQJ_S08	0
SM-DAIFB_S39	0
SM-DAIG9_S36	0
SM-D9EQJ_S11	0
SM-DAIGK_S15	1
SM-D9E5U_S16	1
SM-DAIGY_S19	1
SM-DAIFB_S25	0
SM-DAIFC_S08	0
SM-D9E5U_S21	1
SM-DAIGK_S51	0
SM-DAIFB_S24	1
SM-DAIGK_S13	0
SM-D9EQM_S88	1
SM-D9E5U_S10	1
SM-DAIFC_S53	0
SM-DAIFC_S04	0
SM-DAIGW_S19	0
SM-D9EQM_S36	0
SM-DAIG6_S15	0
SM-D9EQM_S49	1
SM-D9E5X_S56	0
SM-DD44P_S62	0
SM-D9EQM_S87	1
SM-DAIFR_S28	0
SM-DD44C_S61	1
SM-D9E5X_S52	0
SM-DAIFR_S01	0
SM-D9E5E_S07	0
SM-DAIFC_S67	0
SM-DD44C_S56	1
SM-DAIFS_S22	1
SM-DAIGW_S27	1
SM-DAIG9_S29	0
SM-DAIFS_S46	0
SM-DD44C_S51	1
SM-D9EQM_S35	0
SM-DAIGX_S47	0
SM-DAIFS_S60	0
SM-DAIFC_S26	0
SM-D9EQM_S89	1
SM-D9EQE_S45	0
SM-DAIG9_S67	0
SM-D9E5E_S04	1
SM-DAIFS_S18	0
SM-DAIG5_S59	0
SM-DAIG4_S25	1
SM-DAIGU_S14	0
LS-15396_S85	0
SM-DAIGQ_S35	1
LS-15526_S77	1
SM-D9EQK_S22	1
SM-D9EQK_S17	0
SM-DAIGQ_S29	0
LS-15510_S39	0
SM-DAIGQ_S11	0
SM-D9EQK_S53	0
SM-D9EQK_S52	0
SM-DAIGU_S39	0
SM-DAIG5_S53	0
SM-DAIGU_S40	1
SM-D9EQK_S05	0
SM-D9EQK_S56	1
SM-DAIG8_S19	1
SM-D9E5Q_S16	0
SM-DAIG5_S46	0
SM-D9E5Q_S03	0
SM-D9E5Q_S05	1
SM-D9E5T_S20	1
SM-DAIGV_S42	0
SM-D9E5T_S60	0
SM-DAIGU_S22	1
SM-DAIGU_S23	1
SM-DAIGU_S55	0
SM-DAIGU_S04	1
SM-DAIGU_S37	1
SM-DAIGV_S26	0
SM-D9E5T_S06	0
SM-DAIGV_S19	1
SM-DAIGU_S10	1
SM-DAIGV_S05	1
SM-DAIG7_S95	1
SM-D9EQL_S10	1
SM-D9EQL_S85	0
SM-D9E5T_S32	1
SM-D9D7Q_S28	1
SM-DAIG7_S63	1
SM-D9D7G_S05	1
SM-D9E67_S72	0
SM-D9D8H_S30	0
SM-D9E67_S71	0
SM-D9EQS_S81	0
SM-D9D86_S37	0
SM-D9D84_S08	1
SM-D9D84_S02	1
SM-D9D84_S11	1
SM-GE65I_S132	0
SM-D9D84_S15	1
SM-DAIH6_S35	0
SM-D9E5R_S48	0
SM-D9E5R_S51	0
SM-DAIH5_S42	0
SM-D9D86_S07	0
SM-DAIH5_S48	0
SM-DD43M_S48	1
SM-D9CZT_S08	1
SM-DAIH6_S30	0
SM-GE66H_S185	0
SM-D9D8D_S18	0
SM-DAIHC_S42	1
SM-DD43M_S47	1
SM-D9D8D_S08	0
SM-DAIHC_S53	1
SM-DAIH6_S52	0
SM-DAIH6_S39	0
SM-GE631_S004	0
SM-GE65R_S162	0
SM-DD43S_S58	1
SM-DD43Q_S88	1
SM-DD43Q_S87	1
SM-DAIHD_S43	1
SM-DAIHD_S61	1
SM-D9D8F_S17	0
SM-DD43Q_S64	1
SM-GE631_S007	0
SM-DAIHG_S64	1
SM-DD43Q_S53	1
SM-DAIHG_S69	1
SM-GE8ZO_S045	0
SM-D9D7W_S77	0
SM-D9D7W_S12	0
SM-DAIHG_S90	0
SM-D9D7W_S22	0
SM-DD43Q_S79	1
SM-D9D7W_S45	0
SM-DD43R_S42	1
SM-D9D7W_S85	0
SM-D9D85_S25	0
SM-D9D85_S49	0
SM-DD43R_S58	1
SM-D9D85_S33	0
SM-DD43R_S66	1
SM-D9D7W_S83	0
SM-D9D7W_S51	0
SM-DD43R_S25	1
SM-GE668_S011	0
SM-D9D8P_S51	0
SM-D9D7W_S80	0
SM-D9D7W_S87	0
SM-D9D7W_S78	0
SM-D9D7Y_S06	0
SM-D9D87_S13	0
SM-D9D7Y_S04	0
SM-D9D7Y_S36	0
SM-D9D8G_S06	0
SM-D9D8G_S34	0
SM-D9D8G_S27	0
SM-D9D8Q_S18	0
SM-D9D7V_S68	0
SM-D9D8G_S25	0
SM-D9D7V_S13	1
SM-D9D7V_S70	0
SM-D9D8K_S08	0
SM-D9D7V_S69	0
SM-D9D7V_S08	0
SM-D9D8K_S28	0
SM-D9D7V_S12	0
SM-D9D7V_S01	0
SM-D9D8I_S38	0
SM-D9D7V_S18	1
SM-D9D8I_S47	0
SM-D9D8O_S01	0
SM-D9D7B_S08	1
SM-D9D7X_S90	0
SM-D9D7X_S92	0
SM-D9D8E_S52	1
SM-DAIFC_S35	0
SM-D9EQE_S38	0
SM-D9EQT_S61	1
SM-DAIFS_S14	1
SM-DD44A_S82	1
SM-DAIFS_S43	0
SM-DAIFH_S73	0
SM-DAIFS_S01	0
SM-DD44A_S94	1
SM-DAIFS_S19	0
SM-DAIFU_S11	0
SM-D9E5W_S36	0
LS-15524_S81	1
SM-D9ER5_S23	1
LS-15526_S86	1
LS-15510_S02	1
SM-D9EQL_S86	0
SM-DAIH6_S06	0
SM-DD443_S48	1
SM-DD443_S53	1
SM-D9E67_S76	0
SM-D9EQD_S04	1
SM-D9D8D_S01	0
SM-DAIGV_S12	0
SM-DAIG8_S29	0
SM-D9EQC_S05	0
SM-DAIHG_S41	1
SM-D9EQF_S24	1
SM-D9D7X_S53	0
SM-DAIGR_S18	0
SM-DAIGR_S11	0
SM-D9D7W_S74	0
SM-D9D7V_S57	0
SM-DAIG4_S48	0
SM-D9D7V_S61	0
SM-D9D7W_S46	0
SM-D9D7W_S73	0
SM-DAIGQ_S05	0
SM-DAIGW_S20	0
SM-D9EQT_S53	1
SM-DAIGR_S40	1
SM-DAIG9_S58	1
SM-DAIGJ_S23	0
SM-DAIG9_S01	1
SM-DAIGX_S41	1
SM-DAIFT_S20	0
SM-D9ER5_S01	1
SM-D9E5E_S24	1
SM-DAIGP_S13	1
SM-DAIGW_S30	1
SM-D9EQD_S22	1
SM-DAIGW_S01	0
SM-DD43M_S27	0
SM-DAIGU_S16	1
SM-DAIG4_S22	1
SM-D9EQE_S64	0
SM-DAIG4_S82	0
LS-15524_S50	1
SM-D9D7G_S08	1
SM-DAIH6_S32	0
SM-D9D8E_S53	1
LS-15510_S20	0
SM-D9E5T_S31	1
LS-15521_S44	1
SM-D9D8G_S37	0
SM-D9D8O_S23	0
SM-DAIFC_S56	0
SM-D9EQE_S41	0
SM-DAIFC_S60	0
SM-D9EQE_S63	0
SM-D9E5S_S78	1
SM-DAIFS_S70	0
SM-D9EQE_S47	0
SM-DAIGA_S36	1
SM-DAIGA_S15	0
SM-DD44N_S52	1
SM-DAIFU_S16	0
SM-DAIGW_S08	0
SM-DD44N_S55	1
SM-DD44B_S64	1
SM-DAIGX_S10	0
SM-D9EQD_S31	1
SM-D9EQD_S16	1
SM-D9EQD_S23	1
SM-D9EQD_S11	0
SM-DAIG4_S09	0
LS-15524_S64	1
SM-DAIGX_S42	1
LS-15501_S48	0
SM-D9E66_S10	0
SM-D9E5S_S92	0
SM-DAIG4_S16	0
SM-DAIG8_S24	1
SM-DAIGQ_S42	1
SM-DAIGQ_S48	1
SM-D9E66_S83	0
SM-D9E66_S78	0
SM-D9E5S_S76	1
SM-D9E5S_S80	0
SM-D9E66_S06	0
LS-15510_S33	0
SM-D9D8F_S12	0
SM-DAIGP_S54	1
SM-DAIGK_S05	1
SM-D9D8K_S02	0
SM-DAIGL_S21	0
SM-D9D8I_S73	0
SM-D9EQC_S10	0
SM-D9D8K_S03	0
SM-D9E5Q_S06	0
LS-15532_S41	1
LS-15510_S19	0
SM-D9D7B_S01	1
SM-D9D7V_S20	1
LS-15533_S03	1
SM-DD44A_S93	1
SM-D9EQE_S44	0
SM-D9E5S_S17	0
LS-15526_S89	0
SM-D9D7W_S09	0
SM-D9E5T_S63	0
SM-D9E5T_S19	1
SM-D9D7W_S86	0
SM-DD43R_S37	1
SM-DD43R_S44	1
SM-D9D8S_S24	0
SM-D9D8C_S10	1
SM-DAIFI_S72	0
SM-DAIGX_S26	1
SM-GE66H_S192	0
SM-GE65I_S141	0
SM-DAIFI_S69	0
SM-DAIH6_S36	0
SM-GE65R_S190	0
SM-DAIG6_S60	0
SM-DAIHD_S57	1
SM-DAIFS_S54	1
SM-D9EQD_S05	1
SM-DAIGY_S17	1
SM-D9E66_S21	0
SM-DAIFC_S62	0
SM-D9E66_S85	0
SM-DAIFC_S49	0
SM-DAIGA_S69	0
SM-DAIFC_S50	0
SM-DAIG4_S32	0
SM-DAIG7_S39	0
SM-DAIGU_S08	1
SM-DAIGP_S21	0
SM-DAIGK_S36	0
SM-D9E66_S80	0
SM-D9E67_S50	0
SM-DD43N_S20	1
SM-DAIFS_S55	0
LS-15532_S55	0
SM-DD43Q_S57	1
SM-DD43Q_S59	1
LS-15501_S80	1
SM-DAIFB_S35	0
SM-DAIFH_S01	1
SM-D9D7W_S66	0
SM-D9EQT_S35	0
SM-DAIFC_S14	0
SM-D9D84_S09	1
SM-D9D84_S16	1
SM-D9D84_S24	1
SM-DAIFC_S52	0
SM-DAIGJ_S26	0
SM-DAIGJ_S51	0
SM-DAIG4_S29	0
SM-DAIGV_S21	1
SM-DAIGR_S46	0
SM-DAIGA_S34	0
SM-DAIGV_S09	1
SM-DAIGP_S50	0
SM-DAIH6_S43	0
SM-D9E5T_S23	1
SM-D9EQM_S94	1
SM-D9E4M_S37	0
SM-D9ER5_S05	1
SM-DAIGU_S36	0
SM-DAIFS_S36	1
SM-DAIG5_S45	0
SM-DAIFI_S56	0
SM-DAIGQ_S44	1
SM-DAIGQ_S38	1
SM-D9D8G_S26	0
SM-D9D8H_S43	0
SM-D9EQD_S12	1
SM-D9D8G_S40	0
SM-D9D85_S08	0
SM-DAIGU_S35	0
SM-DAIGQ_S30	0
SM-DD44A_S83	1
SM-DAIHG_S58	1
SM-GE67S_S060	0
SM-DAIHG_S94	1
SM-DAIGK_S58	1
SM-DAIGJ_S43	0
SM-D9E5T_S66	0
SM-DAIGQ_S02	0
SM-D9EQM_S46	1
SM-D9E5T_S11	1
LS-15510_S15	0
SM-DAIFI_S52	0
SM-D9E5U_S04	1
SM-DAIGL_S67	0
SM-DAIGQ_S19	0
SM-D9EQJ_S45	0
LS-15534_S03	1
SM-DAIG6_S16	0
SM-D9E5E_S39	0
SM-DAIGP_S11	1
SM-DAIGJ_S55	0
SM-D9E5Q_S02	1
SM-DAIGP_S53	1
SM-DAIGP_S52	1
SM-D9E5R_S69	0
LS-15510_S04	1
SM-DD43L_S62	1
SM-D9E66_S11	0
SM-GE63U_S038	0
SM-DAIG8_S09	0
SM-DD43R_S68	0
SM-GE666_S096	0
SM-DD43S_S62	1
SM-D9E5W_S34	0
SM-DD43S_S51	1
SM-D9D84_S14	1
SM-D9EQL_S23	1
SM-D9D85_S48	0
SM-D9D84_S05	1
SM-D9D8S_S23	0
SM-D9D8K_S07	0
SM-D9D7Q_S25	1
SM-D9D8K_S01	0
SM-DD44P_S48	0
SM-D9D8I_S33	0
SM-D9D8I_S43	1
SM-D9D8I_S35	0
SM-DD44B_S59	1
SM-D9D7B_S07	1
SM-D9D8C_S02	0
SM-D9D8C_S87	1
SM-D9D8C_S95	0
SM-D9D8O_S20	0
SM-DAIGP_S20	0
SM-D9D7Q_S24	1
SM-DAIG8_S47	0
SM-D9D8G_S31	0
SM-DD443_S45	1
SM-D9E5T_S05	0
SM-DD44O_S11	1
SM-DAIFI_S79	0
SM-DAIGU_S01	1
SM-D9D8K_S25	0
SM-D9D8G_S04	0
SM-D9E5N_S47	0
SM-DD43R_S56	1
SM-D9EQL_S11	1
SM-D9E5W_S16	1
SM-DAIGA_S51	0
SM-D9E5T_S36	0
SM-D9EQM_S62	0
SM-D9D8R_S32	0
SM-D9EQK_S01	0
SM-GE631_S012	0
SM-GE65I_S115	0
SM-D9D8G_S43	0
SM-D9D8G_S48	0
LS-15525_S01	0
LS-15501_S86	1
SM-D9EQI_S31	0
LS-15522_S49	1
SM-D9E4M_S36	0
SM-D9EQT_S50	0
SM-D9E5X_S38	0
SM-DAIHG_S87	1
SM-GE668_S009	0
SM-DAIGK_S17	0
SM-DAIGK_S22	0
SM-DAIHG_S92	1
SM-DAIG7_S43	0
SM-GE65A_S137	0
SM-DAIGU_S41	1
SM-DAIGV_S45	0
SM-DAIGV_S15	0
SM-DAIGV_S02	1
LS-15526_S79	1
LS-15522_S04	1
SM-D9EQM_S91	0
SM-D9EQK_S14	1
SM-D9D8H_S49	0
LS-15500_S14	1
SM-D9E5N_S44	0
SM-DAIGP_S12	1
SM-DAIGP_S48	1
SM-DD43Q_S67	1
SM-D9EQL_S12	1
SM-D9EQS_S85	0
SM-D9EQE_S46	0
SM-DD43L_S42	1
SM-D9EQT_S45	0
SM-D9E5N_S17	1
SM-D9D7B_S10	1
SM-GE63U_S005	0
SM-GE63U_S101	0
SM-DAIFS_S50	0
SM-DAIFC_S10	0
SM-DAIG6_S55	0
SM-DD43M_S32	1
SM-GE65R_S189	0
SM-D9E5N_S34	0
SM-DAIFH_S60	0
SM-DAIH6_S40	0
